Ьрђх№шры;;;;Ъ№рђъшщ ђхъёђ ьрђх№шрыр;;;;;Ч-ф;Шьџ 1
бъыф;ТФт;Ю;ФюъѓьЬђ№;;Яюч.;Ф/я№ютюфъш;Ъюы-тю т ХШ ттюфр;ХШТ;;
;;;;;;;;;;
3697643/;;;;MPL CLIP, яюфњхь 0 ьь, ё/т  173L8100;;;;;1100;жхэђ№.ёъырф-дшх№р
1100;643;;4900740262;;87;27.02.2018;-1000;ив;;
1100;643;;4900740473;;41;27.02.2018;-1000;ив;;
1100;643;;4900739786;;35;27.02.2018;-500;ив;;
1100;643;;4900739799;;78;27.02.2018;-1000;ив;;
1100;643;;4900740017;;43;27.02.2018;-500;ив;;
1100;643;;4900740457;;41;27.02.2018;-1500;ив;;
1100;643;;4900739414;;83;26.02.2018;-500;ив;;
1100;643;;4900739414;;84;26.02.2018;-1000;ив;;
1100;643;;4900739559;;23;26.02.2018;-500;ив;;
1100;643;;4900739595;;46;26.02.2018;-500;ив;;
1100;643;;4900739304;;77;26.02.2018;-500;ив;;
1100;643;;4900739080;;68;26.02.2018;-1000;ив;;
1100;643;;4900738968;;49;26.02.2018;-1000;ив;;
1100;101;;5000039834;;41;26.02.2018;3 500;ив;;
1100;643;;4900738050;;64;22.02.2018;-1000;ив;;
1100;643;;4900737739;;156;21.02.2018;-1000;ив;;
1100;643;;4900737494;;31;21.02.2018;-500;ив;;
1100;643;;4900737412;;38;21.02.2018;-500;ив;;
1100;643;;4900737670;;259;21.02.2018;-5000;ив;;
1100;643;;4900737594;;94;21.02.2018;-500;ив;;
1100;643;;4900737370;;19;21.02.2018;-500;ив;;
1100;643;;4900736757;;92;20.02.2018;-1500;ив;;
1100;643;;4900736891;;55;20.02.2018;-500;ив;;
1100;643;;4900736907;;71;20.02.2018;-500;ив;;
1100;643;;4900737038;;122;20.02.2018;-1500;ив;;
1100;643;;4900736772;;40;20.02.2018;-2500;ив;;
1100;643;;4900736975;;84;20.02.2018;-1500;ив;;
1100;643;;4900735552;;62;19.02.2018;-500;ив;;
1100;643;;4900735820;;51;19.02.2018;-500;ив;;
1100;643;;4900735904;;49;19.02.2018;-500;ив;;
1100;643;;4900736120;;36;19.02.2018;-500;ив;;
1100;643;;4900736097;;51;19.02.2018;-500;ив;;
1100;643;;4900735781;;69;19.02.2018;-2000;ив;;
1100;643;;4900734922;;70;16.02.2018;-3000;ив;;
1100;643;;4900734945;;198;16.02.2018;-4500;ив;;
1100;643;;4900734649;;16;16.02.2018;-1000;ив;;
1100;643;;4900734487;;69;16.02.2018;-2000;ив;;
1100;643;;4900734294;;66;15.02.2018;-500;ив;;
1100;643;;4900734170;;117;15.02.2018;-2000;ив;;
1100;643;;4900734214;;53;15.02.2018;-500;ив;;
1100;643;;4900733294;;67;14.02.2018;-500;ив;;
1100;643;;4900733054;;160;14.02.2018;-2000;ив;;
1100;643;;4900733054;;159;14.02.2018;-1500;ив;;
1100;643;;4900733255;;93;14.02.2018;-1500;ив;;
1100;643;;4900732738;;51;13.02.2018;-6500;ив;;
1100;643;;4900732738;;56;13.02.2018;-1000;ив;;
1100;643;;4900732764;;61;13.02.2018;-500;ив;;
1100;643;;4900732647;;14;13.02.2018;-1000;ив;;
1100;643;;4900732599;;52;13.02.2018;-500;ив;;
1100;643;;4900732631;;19;13.02.2018;-500;ив;;
1100;643;;4900732728;;59;13.02.2018;-500;ив;;
1100;643;;4900731368;;65;12.02.2018;-500;ив;;
1100;643;;4900731557;;47;12.02.2018;-500;ив;;
1100;643;;4900731667;;89;12.02.2018;-500;ив;;
1100;643;;4900731743;;61;12.02.2018;-1500;ив;;
1100;643;;4900731714;;70;12.02.2018;-1000;ив;;
1100;643;;4900730470;;89;09.02.2018;-1000;ив;;
1100;643;;4900730784;;173;09.02.2018;-5000;ив;;
1100;643;;4900730795;;7;09.02.2018;-1000;ив;;
1100;643;;4900730817;;72;09.02.2018;-1000;ив;;
1100;643;;4900730172;;92;08.02.2018;-1500;ив;;
1100;643;;4900730077;;78;08.02.2018;-500;ив;;
1100;643;;4900730125;;28;08.02.2018;-500;ив;;
1100;643;;4900730153;;65;08.02.2018;-500;ив;;
1100;643;;4900728702;;140;07.02.2018;-500;ив;;
1100;643;;4900729026;;93;07.02.2018;-1000;ив;;
1100;643;;4900729265;;8;07.02.2018;-500;ив;;
1100;643;;4900729272;;17;07.02.2018;-500;ив;;
1100;643;;4900729257;;125;07.02.2018;-500;ив;;
1100;101;;5000039355;;38;07.02.2018;42 000;ив;;
1100;101;;5000039341;;36;07.02.2018;42 000;ив;;
1100;643;;4900729039;;84;07.02.2018;-500;ив;;
1100;643;;4900728538;;86;06.02.2018;-1500;ив;;
1100;643;;4900728515;;61;06.02.2018;-500;ив;;
1100;643;;4900728493;;57;06.02.2018;-1000;ив;;
1100;643;;4900728410;;131;06.02.2018;-500;ив;;
1100;643;;4900728483;;87;06.02.2018;-2000;ив;;
1100;643;;4900728417;;42;06.02.2018;-500;ив;;
1100;643;;4900727713;;67;05.02.2018;-1000;ив;;
1100;643;;4900727421;;39;05.02.2018;-500;ив;;
1100;643;;4900727449;;51;05.02.2018;-1000;ив;;
1100;643;;4900727416;;27;05.02.2018;-500;ив;;
1100;643;;4900727603;;77;05.02.2018;-1500;ив;;
1100;643;;4900727634;;44;05.02.2018;-1000;ив;;
1100;643;;4900726630;;129;02.02.2018;-3500;ив;;
1100;643;;4900726800;;43;02.02.2018;-1000;ив;;
1100;643;;4900726816;;52;02.02.2018;-1500;ив;;
1100;643;;4900726407;;51;02.02.2018;-2000;ив;;
1100;643;;4900726630;;128;02.02.2018;-1000;ив;;
1100;643;;4900726117;;64;01.02.2018;-1000;ив;;
1100;643;;4900726100;;55;01.02.2018;-500;ив;;
1100;643;;4900725891;;41;01.02.2018;-500;ив;;
1100;643;;4900724935;;56;31.01.2018;-1000;ив;;
1100;643;;4900725133;;116;31.01.2018;-1500;ив;;
1100;643;;4900725010;;90;31.01.2018;-1500;ив;;
1100;643;;4900724133;;51;30.01.2018;-500;ив;;
1100;643;;4900724364;;40;30.01.2018;-500;ив;;
1100;643;;4900724377;;47;30.01.2018;-500;ив;;
1100;643;;4900724505;;38;30.01.2018;-500;ив;;
1100;643;;4900724589;;112;30.01.2018;-1000;ив;;
1100;643;;4900724500;;28;30.01.2018;-500;ив;;
1100;643;;4900723356;;50;29.01.2018;-500;ив;;
1100;643;;4900723654;;40;29.01.2018;-500;ив;;
1100;643;;4900723666;;93;29.01.2018;-500;ив;;
1100;643;;4900722459;;75;26.01.2018;-2000;ив;;
1100;643;;4900722839;;60;26.01.2018;-1000;ив;;
1100;643;;4900722887;;54;26.01.2018;-500;ив;;
1100;643;;4900722860;;61;26.01.2018;-1500;ив;;
1100;643;;4900722862;;61;26.01.2018;-1500;ив;;
1100;643;;4900722376;;131;26.01.2018;-5000;ив;;
1100;643;;4900722178;;58;25.01.2018;-1000;ив;;
1100;643;;4900722170;;38;25.01.2018;-500;ив;;
1100;643;;4900722136;;87;25.01.2018;-1000;ив;;
1100;643;;4900721937;;58;25.01.2018;-500;ив;;
1100;643;;4900721812;;49;25.01.2018;-500;ив;;
1100;643;;4900720941;;62;24.01.2018;-500;ив;;
1100;643;;4900720760;;83;24.01.2018;-1000;ив;;
1100;643;;4900720312;;18;23.01.2018;-1000;ив;;
1100;643;;4900720306;;49;23.01.2018;-1000;ив;;
1100;643;;4900720472;;72;23.01.2018;-1000;ив;;
1100;643;;4900720357;;121;23.01.2018;-1500;ив;;
1100;643;;4900720300;;38;23.01.2018;-1000;ив;;
1100;643;;4900720250;;97;23.01.2018;-500;ив;;
1100;643;;4900719574;;46;22.01.2018;-500;ив;;
1100;643;;4900719555;;50;22.01.2018;-500;ив;;
1100;643;;4900719586;;86;22.01.2018;-1000;ив;;
1100;643;;4900719123;;71;22.01.2018;-500;ив;;
1100;643;;4900719434;;104;22.01.2018;-1000;ив;;
1100;643;;4900718789;;58;19.01.2018;-500;ив;;
1100;643;;4900718213;;84;19.01.2018;-2000;ив;;
1100;643;;4900718688;;152;19.01.2018;-500;ив;;
1100;643;;4900718688;;43;19.01.2018;-500;ив;;
1100;643;;4900718648;;73;19.01.2018;-1000;ив;;
1100;643;;4900718506;;40;19.01.2018;-1500;ив;;
1100;643;;4900717395;;29;18.01.2018;-500;ив;;
1100;643;;4900717937;;16;18.01.2018;-500;ив;;
1100;643;;4900717579;;46;18.01.2018;-500;ив;;
1100;643;;4900717600;;82;18.01.2018;-1000;ив;;
1100;643;;4900717934;;30;18.01.2018;-500;ив;;
1100;643;;4900716982;;95;17.01.2018;-4000;ив;;
1100;643;;4900717016;;39;17.01.2018;-500;ив;;
1100;643;;4900716554;;51;17.01.2018;-1000;ив;;
1100;643;;4900716172;;25;16.01.2018;-500;ив;;
1100;643;;4900716294;;56;16.01.2018;-1000;ив;;
1100;643;;4900716265;;27;16.01.2018;-500;ив;;
1100;643;;4900716346;;37;16.01.2018;-500;ив;;
1100;643;;4900716253;;59;16.01.2018;-1000;ив;;
1100;643;;4900715455;;66;15.01.2018;-500;ив;;
1100;643;;4900715056;;48;15.01.2018;-500;ив;;
1100;643;;4900715555;;68;15.01.2018;-1000;ив;;
1100;643;;4900714704;;33;12.01.2018;-500;ив;;
1100;643;;4900714704;;57;12.01.2018;-500;ив;;
1100;643;;4900714673;;175;12.01.2018;-2000;ив;;
1100;643;;4900714673;;174;12.01.2018;-2500;ив;;
1100;643;;4900714690;;52;12.01.2018;-1500;ив;;
1100;643;;4900714727;;34;12.01.2018;-1500;ив;;
1100;643;;4900714086;;80;11.01.2018;-1000;ив;;
1100;643;;4900713771;;43;11.01.2018;-500;ив;;
1100;643;;4900714054;;64;11.01.2018;-1500;ив;;
1100;643;;4900713214;;80;10.01.2018;-1000;ив;;
1100;643;;4900713079;;102;10.01.2018;-3500;ив;;
1100;643;;4900712531;;44;09.01.2018;-500;ив;;
1100;643;;4900712495;;15;09.01.2018;-500;ив;;
1100;101;;5000038676;;106;09.01.2018;48 000;ив;;
1100;643;;4900712440;;42;09.01.2018;-500;ив;;
1100;643;;4900712348;;38;09.01.2018;-500;ив;;
1100;643;;4900712320;;26;09.01.2018;-2000;ив;;
1100;101;;5000038637;;84;09.01.2018;66 000;ив;;
1100;643;;4900710316;;60;28.12.2017;-1500;ив;;
1100;643;;4900710885;;94;28.12.2017;-2000;ив;;
1100;643;;4900709610;;142;27.12.2017;-1000;ив;;
1100;643;;4900709330;;77;27.12.2017;-500;ив;;
1100;643;;4900709754;;145;27.12.2017;-3500;ив;;
1100;643;;4900708982;;47;26.12.2017;-500;ив;;
1100;643;;4900708944;;26;26.12.2017;-500;ив;;
1100;643;;4900708935;;21;26.12.2017;-1000;ив;;
1100;643;;4900708975;;62;26.12.2017;-1000;ив;;
1100;101;;5000038416;;78;25.12.2017;24 000;ив;;
1100;643;;4900707177;;79;25.12.2017;-500;ив;;
1100;643;;4900707574;;62;25.12.2017;-1000;ив;;
1100;643;;4900707903;;59;25.12.2017;-500;ив;;
1100;643;;4900707799;;124;25.12.2017;-2500;ив;;
1100;643;;4900707697;;67;25.12.2017;-500;ив;;
1100;643;;4900706537;;40;22.12.2017;-500;ив;;
1100;643;;4900706556;;19;22.12.2017;-2500;ив;;
1100;643;;4900706649;;143;22.12.2017;-4000;ив;;
1100;643;;4900706850;;53;22.12.2017;-1000;ив;;
1100;643;;4900706814;;128;22.12.2017;-2000;ив;;
1100;643;;4900706825;;84;22.12.2017;-500;ив;;
1100;643;;4900706117;;51;22.12.2017;-2000;ив;;
1100;643;;4900705215;;102;21.12.2017;-500;ив;;
1100;643;;4900705191;;33;21.12.2017;-500;ив;;
1100;643;;4900705438;;47;21.12.2017;-2000;ив;;
1100;643;;4900705873;;108;21.12.2017;-500;ив;;
1100;643;;4900704218;;100;20.12.2017;-6470;ив;;
1100;643;;4900704254;;62;20.12.2017;-1500;ив;;
1100;643;;4900702950;;96;19.12.2017;-2500;ив;;
1100;643;;4900703149;;81;19.12.2017;-2500;ив;;
1100;643;;4900703363;;3;19.12.2017;-500;ив;;
1100;643;;4900703561;;52;19.12.2017;-1500;ив;;
1100;643;;4900703692;;44;19.12.2017;-500;ив;;
1100;643;;4900703706;;50;19.12.2017;-500;ив;;
1100;643;;4900703738;;67;19.12.2017;-1000;ив;;
1100;643;;4900702661;;88;18.12.2017;-500;ив;;
1100;643;;4900702709;;75;18.12.2017;-500;ив;;
1100;643;;4900702680;;51;18.12.2017;-1000;ив;;
1100;643;;4900702486;;86;18.12.2017;-500;ив;;
1100;643;;4900702635;;106;18.12.2017;-1500;ив;;
1100;643;;4900701087;;56;15.12.2017;-2000;ив;;
1100;643;;4900701499;;88;15.12.2017;-3500;ив;;
1100;643;;4900700992;;48;15.12.2017;-1500;ив;;
1100;643;;4900701358;;86;15.12.2017;-500;ив;;
1100;643;;4900701230;;54;15.12.2017;-500;ив;;
1100;643;;4900699910;;42;14.12.2017;-500;ив;;
1100;643;;4900699935;;44;14.12.2017;-500;ив;;
1100;643;;4900699961;;57;14.12.2017;-500;ив;;
1100;643;;4900700265;;86;14.12.2017;-1000;ив;;
1100;643;;4900700630;;93;14.12.2017;-2500;ив;;
1100;201;;4900699516;;5;13.12.2017;-30;ив;;
1100;643;;4900699470;;113;13.12.2017;-3500;ив;;
1100;643;;4900699470;;112;13.12.2017;-3500;ив;;
1100;643;;4900699456;;75;13.12.2017;-1000;ив;;
1100;643;;4900699423;;94;13.12.2017;-1500;ив;;
1100;643;;4900699211;;42;13.12.2017;-500;ив;;
1100;643;;4900697883;;108;12.12.2017;-1000;ив;;
1100;643;;4900697851;;59;12.12.2017;-1000;ив;;
1100;643;;4900697820;;28;12.12.2017;-500;ив;;
1100;643;;4900697780;;476;12.12.2017;-500;ив;;
1100;643;;4900698453;;82;12.12.2017;-1500;ив;;
1100;643;;4900698460;;22;12.12.2017;-500;ив;;
1100;643;;4900698538;;78;12.12.2017;-500;ив;;
1100;643;;4900698500;;23;12.12.2017;-500;ив;;
1100;643;;4900698493;;53;12.12.2017;-1000;ив;;
1100;643;;4900698469;;13;12.12.2017;-500;ив;;
1100;643;;4900697328;;28;11.12.2017;-500;ив;;
1100;643;;4900697138;;148;11.12.2017;-500;ив;;
1100;643;;4900697566;;105;11.12.2017;-500;ив;;
1100;643;;4900697547;;76;11.12.2017;-1500;ив;;
1100;643;;4900696594;;128;08.12.2017;-4000;ив;;
1100;643;;4900696496;;88;08.12.2017;-2500;ив;;
1100;643;;4900696318;;52;08.12.2017;-1500;ив;;
1100;643;;4900695921;;44;08.12.2017;-500;ив;;
1100;643;;4900696347;;87;08.12.2017;-2000;ив;;
1100;101;;5000037986;;109;08.12.2017;24 000;ив;;
1100;643;;4900695421;;133;07.12.2017;-1000;ив;;
1100;643;;4900695069;;35;07.12.2017;-1500;ив;;
1100;643;;4900695056;;69;07.12.2017;-500;ив;;
1100;643;;4900695045;;43;07.12.2017;-500;ив;;
1100;643;;4900694736;;31;07.12.2017;-3000;ив;;
1100;643;;4900694735;;22;07.12.2017;-500;ив;;
1100;101;;5000037929;;173;07.12.2017;36 000;ив;;
1100;643;;4900695430;;87;07.12.2017;-2000;ив;;
1100;643;;4900694462;;72;06.12.2017;-500;ив;;
1100;643;;4900694481;;133;06.12.2017;-1500;ив;;
1100;643;;4900694379;;108;06.12.2017;-500;ив;;
1100;643;;4900692976;;54;05.12.2017;-1500;ив;;
1100;643;;4900692977;;90;05.12.2017;-1500;ив;;
1100;643;;4900693391;;38;05.12.2017;-500;ив;;
1100;643;;4900693499;;35;05.12.2017;-1000;ив;;
1100;643;;4900693679;;25;05.12.2017;-500;ив;;
1100;643;;4900693740;;74;05.12.2017;-1500;ив;;
1100;643;;4900692837;;49;04.12.2017;-500;ив;;
1100;643;;4900692865;;82;04.12.2017;-1500;ив;;
1100;643;;4900691250;;31;01.12.2017;-500;ив;;
1100;643;;4900691651;;74;01.12.2017;-1000;ив;;
1100;643;;4900691677;;117;01.12.2017;-5000;ив;;
1100;643;;4900691800;;86;01.12.2017;-7000;ив;;
1100;643;;4900691800;;87;01.12.2017;-1000;ив;;
1100;643;;4900690759;;61;30.11.2017;-500;ив;;
1100;643;;4900690401;;65;30.11.2017;-500;ив;;
1100;643;;4900691011;;85;30.11.2017;-1000;ив;;
1100;643;;4900690929;;84;30.11.2017;-500;ив;;
1100;643;;4900689886;;73;29.11.2017;-1500;ив;;
1100;643;;4900689893;;125;29.11.2017;-2500;ив;;
1100;643;;4900689893;;126;29.11.2017;-500;ив;;
1100;643;;4900689902;;120;29.11.2017;-3000;ив;;
1100;643;;4900690133;;22;29.11.2017;-1000;ив;;
1100;643;;4900689287;;98;28.11.2017;-1500;ив;;
1100;643;;4900689113;;24;28.11.2017;-500;ив;;
1100;643;;4900689120;;40;28.11.2017;-1500;ив;;
1100;643;;4900688546;;41;28.11.2017;-1000;ив;;
1100;643;;4900688521;;27;28.11.2017;-2000;ив;;
1100;101;;5000037683;;100;28.11.2017;21 000;ив;;
1100;643;;4900688521;;3;28.11.2017;-500;ив;;
1100;643;;4900689131;;31;28.11.2017;-500;ив;;
1100;643;;4900688036;;32;27.11.2017;-500;ив;;
1100;643;;4900688084;;61;27.11.2017;-500;ив;;
1100;643;;4900687804;;62;27.11.2017;-500;ив;;
1100;643;;4900688095;;17;27.11.2017;-500;ив;;
1100;643;;4900687780;;55;27.11.2017;-500;ив;;
1100;643;;4900688130;;115;27.11.2017;-2000;ив;;
1100;643;;4900687409;;42;24.11.2017;-500;ив;;
1100;643;;4900686972;;66;24.11.2017;-1000;ив;;
1100;643;;4900687026;;56;24.11.2017;-500;ив;;
1100;643;;4900686990;;164;24.11.2017;-1000;ив;;
1100;643;;4900686990;;165;24.11.2017;-2000;ив;;
1100;643;;4900687187;;86;24.11.2017;-1500;ив;;
1100;643;;4900686592;;86;23.11.2017;-1500;ив;;
1100;643;;4900686568;;10;23.11.2017;-500;ив;;
1100;643;;4900686268;;48;23.11.2017;-1500;ив;;
1100;643;;4900685254;;110;22.11.2017;-1500;ив;;
1100;101;;5000037576;;163;22.11.2017;12 000;ив;;
1100;643;;4900685265;;118;22.11.2017;-2500;ив;;
1100;643;;4900684907;;75;21.11.2017;-1000;ив;;
1100;643;;4900684848;;91;21.11.2017;-500;ив;;
1100;643;;4900684868;;85;21.11.2017;-2000;ив;;
1100;643;;4900684679;;40;21.11.2017;-2000;ив;;
1100;643;;4900684666;;28;21.11.2017;-500;ив;;
1100;643;;4900684747;;48;21.11.2017;-1000;ив;;
1100;643;;4900684664;;55;21.11.2017;-500;ив;;
1100;643;;4900684701;;55;21.11.2017;-1000;ив;;
1100;643;;4900684165;;88;20.11.2017;-500;ив;;
1100;643;;4900683868;;70;20.11.2017;-1000;ив;;
1100;643;;4900683652;;86;20.11.2017;-500;ив;;
1100;643;;4900683810;;38;20.11.2017;-500;ив;;
1100;643;;4900683893;;92;20.11.2017;-500;ив;;
1100;643;;4900683579;;58;20.11.2017;-1000;ив;;
1100;643;;4900684013;;47;20.11.2017;-500;ив;;
1100;643;;4900682799;;159;17.11.2017;-500;ив;;
1100;643;;4900682799;;160;17.11.2017;-1500;ив;;
1100;643;;4900681739;;58;16.11.2017;-500;ив;;
1100;643;;4900681924;;38;16.11.2017;-500;ив;;
1100;643;;4900682362;;95;16.11.2017;-1500;ив;;
1100;643;;4900681898;;42;16.11.2017;-500;ив;;
1100;643;;4900681936;;41;16.11.2017;-500;ив;;
1100;643;;4900681501;;130;15.11.2017;-4000;ив;;
1100;643;;4900681325;;84;15.11.2017;-500;ив;;
1100;643;;4900681303;;87;15.11.2017;-1000;ив;;
1100;643;;4900680358;;58;14.11.2017;-4000;ив;;
1100;643;;4900680369;;68;14.11.2017;-1000;ив;;
1100;643;;4900680743;;104;14.11.2017;-1500;ив;;
1100;643;;4900680671;;135;14.11.2017;-2000;ив;;
1100;101;;5000037295;;153;14.11.2017;15 500;ив;;
1100;643;;4900679305;;82;13.11.2017;-1000;ив;;
1100;643;;4900679690;;45;13.11.2017;-500;ив;;
1100;643;;4900679559;;75;13.11.2017;-500;ив;;
1100;643;;4900679723;;59;13.11.2017;-500;ив;;
1100;643;;4900679701;;112;13.11.2017;-1500;ив;;
1100;643;;4900678828;;16;10.11.2017;-500;ив;;
1100;643;;4900678998;;10;10.11.2017;-500;ив;;
1100;643;;4900678852;;121;10.11.2017;-1500;ив;;
1100;643;;4900678852;;120;10.11.2017;-500;ив;;
1100;643;;4900678173;;30;09.11.2017;-1000;ив;;
1100;643;;4900677739;;93;09.11.2017;-500;ив;;
1100;643;;4900677763;;65;09.11.2017;-1000;ив;;
1100;643;;4900677782;;40;09.11.2017;-500;ив;;
1100;643;;4900677967;;149;09.11.2017;-1000;ив;;
1100;643;;4900677092;;86;08.11.2017;-1000;ив;;
1100;643;;4900677174;;103;08.11.2017;-3500;ив;;
1100;643;;4900677011;;79;08.11.2017;-500;ив;;
1100;643;;4900677299;;69;08.11.2017;-500;ив;;
1100;101;;5000037201;;118;08.11.2017;20 500;ив;;
1100;101;;5000037201;;254;08.11.2017;20 500;ив;;
1100;643;;4900677299;;27;08.11.2017;-500;ив;;
1100;643;;4900676634;;106;07.11.2017;-2000;ив;;
1100;643;;4900676545;;74;07.11.2017;-1500;ив;;
1100;643;;4900676370;;54;07.11.2017;-500;ив;;
1100;643;;4900676368;;75;07.11.2017;-1500;ив;;
1100;643;;4900676620;;48;07.11.2017;-2000;ив;;
1100;643;;4900676071;;27;07.11.2017;-500;ив;;
1100;643;;4900676606;;105;07.11.2017;-1000;ив;;
1100;643;;4900675534;;130;03.11.2017;-2500;ив;;
1100;643;;4900674317;;99;02.11.2017;-1500;ив;;
1100;643;;4900674601;;36;02.11.2017;-500;ив;;
1100;643;;4900674842;;139;02.11.2017;-1500;ив;;
1100;101;;5000037106;;147;02.11.2017;24 000;ив;;
1100;643;;4900673826;;173;01.11.2017;-2500;ив;;
1100;643;;4900673599;;48;01.11.2017;-1000;ив;;
1100;643;;4900674021;;142;01.11.2017;-5000;ив;;
1100;643;;4900673915;;113;01.11.2017;-500;ив;;
1100;643;;4900674113;;48;01.11.2017;-500;ив;;
1100;643;;4900673112;;147;31.10.2017;-1500;ив;;
1100;643;;4900673105;;57;31.10.2017;-1000;ив;;
1100;643;;4900673060;;39;31.10.2017;-500;ив;;
1100;643;;4900672823;;87;31.10.2017;-2000;ив;;
1100;643;;4900672728;;101;31.10.2017;-3500;ив;;
1100;643;;4900672697;;32;31.10.2017;-500;ив;;
1100;643;;4900672136;;96;30.10.2017;-1000;ив;;
1100;643;;4900671955;;102;30.10.2017;-2000;ив;;
1100;643;;4900671275;;102;27.10.2017;-1500;ив;;
1100;643;;4900671625;;47;27.10.2017;-2500;ив;;
1100;643;;4900670441;;91;26.10.2017;-1500;ив;;
1100;643;;4900670934;;27;26.10.2017;-500;ив;;
1100;643;;4900669855;;106;25.10.2017;-5000;ив;;
1100;643;;4900669592;;41;25.10.2017;-500;ив;;
1100;643;;4900669089;;51;24.10.2017;-500;ив;;
1100;643;;4900669072;;109;24.10.2017;-1500;ив;;
1100;644;;4900669060;;109;23.10.2017;1 500;ив;;
1100;643;;4900668754;;58;23.10.2017;-500;ив;;
1100;643;;4900668747;;40;23.10.2017;-500;ив;;
1100;643;;4900668740;;62;23.10.2017;-2000;ив;;
1100;643;;4900668150;;84;23.10.2017;-1000;ив;;
1100;643;;4900668152;;49;23.10.2017;-500;ив;;
1100;643;;4900668768;;79;23.10.2017;-3000;ив;;
1100;643;;4900668760;;109;23.10.2017;-1500;ив;;
1100;643;;4900668718;;42;23.10.2017;-500;ив;;
1100;643;;4900668411;;23;23.10.2017;-500;ив;;
1100;643;;4900668447;;37;23.10.2017;-1000;ив;;
1100;643;;4900667740;;118;20.10.2017;-2000;ив;;
1100;643;;4900667492;;68;20.10.2017;-1500;ив;;
1100;643;;4900667541;;55;20.10.2017;-1500;ив;;
1100;643;;4900666384;;83;19.10.2017;-1000;ив;;
1100;643;;4900666381;;30;19.10.2017;-500;ив;;
1100;643;;4900665871;;16;18.10.2017;-500;ив;;
1100;643;;4900665942;;50;18.10.2017;-500;ив;;
1100;643;;4900665965;;74;18.10.2017;-1500;ив;;
1100;643;;4900666070;;99;18.10.2017;-3000;ив;;
1100;643;;4900666070;;98;18.10.2017;-500;ив;;
1100;643;;4900664919;;44;17.10.2017;-1500;ив;;
1100;643;;4900664930;;72;17.10.2017;-1000;ив;;
1100;643;;4900664151;;31;16.10.2017;-500;ив;;
1100;643;;4900664560;;107;16.10.2017;-2000;ив;;
1100;643;;4900664623;;67;16.10.2017;-2000;ив;;
1100;643;;4900664480;;88;16.10.2017;-1500;ив;;
1100;101;;5000036621;;174;16.10.2017;24 000;ив;;
1100;643;;4900663689;;64;13.10.2017;-500;ив;;
1100;643;;4900663769;;66;13.10.2017;-500;ив;;
1100;643;;4900663753;;54;13.10.2017;-500;ив;;
1100;643;;4900662799;;139;12.10.2017;-2000;ив;;
1100;101;;5000036517;;88;11.10.2017;32 000;ив;;
1100;643;;4900662480;;104;11.10.2017;-3500;ив;;
1100;643;;4900662268;;104;11.10.2017;-3500;ив;;
1100;644;;4900662478;;104;11.10.2017;3 500;ив;;
1100;643;;4900661240;;61;10.10.2017;-500;ив;;
1100;643;;4900661247;;71;10.10.2017;-1000;ив;;
1100;643;;4900661670;;121;10.10.2017;-500;ив;;
1100;643;;4900660821;;71;09.10.2017;-1500;ив;;
1100;643;;4900660912;;50;09.10.2017;-1500;ив;;
1100;643;;4900659890;;118;06.10.2017;-5000;ив;;
1100;643;;4900659890;;119;06.10.2017;-500;ив;;
1100;643;;4900658916;;25;05.10.2017;-500;ив;;
1100;101;;5000036374;;107;04.10.2017;48 000;ив;;
1100;643;;4900658304;;98;04.10.2017;-1000;ив;;
1100;643;;4900657443;;48;03.10.2017;-1000;ив;;
1100;643;;4900657906;;125;03.10.2017;-500;ив;;
1100;643;;4900657448;;38;03.10.2017;-500;ив;;
1100;643;;4900656980;;176;02.10.2017;-1500;ив;;
1100;643;;4900657169;;156;02.10.2017;-2000;ив;;
1100;643;;4900657134;;56;02.10.2017;-1000;ив;;
1100;643;;4900656996;;69;02.10.2017;-2000;ив;;
1100;643;;4900656172;;32;29.09.2017;-1000;ив;;
1100;643;;4900656216;;110;29.09.2017;-1500;ив;;
1100;643;;4900656199;;21;29.09.2017;-500;ив;;
1100;643;;4900656183;;179;29.09.2017;-1000;ив;;
1100;643;;4900654997;;124;27.09.2017;-5000;ив;;
1100;643;;4900654997;;123;27.09.2017;-3000;ив;;
1100;643;;4900654584;;102;27.09.2017;-1000;ив;;
1100;643;;4900654179;;64;26.09.2017;-1500;ив;;
1100;643;;4900654154;;162;26.09.2017;-6500;ив;;
1100;643;;4900654134;;34;26.09.2017;-1000;ив;;
1100;643;;4900654039;;41;26.09.2017;-2000;ив;;
1100;643;;4900653592;;325;25.09.2017;-6000;ив;;
1100;643;;4900652618;;177;22.09.2017;-2500;ив;;
1100;643;;4900652637;;72;22.09.2017;-1000;ив;;
1100;643;;4900652672;;46;22.09.2017;-500;ив;;
1100;643;;4900652714;;27;22.09.2017;-2500;ив;;
1100;101;;5000036150;;74;21.09.2017;24 000;ив;;
1100;643;;4900650863;;124;20.09.2017;-500;ив;;
1100;643;;4900650945;;117;20.09.2017;-500;ив;;
1100;643;;4900651433;;111;20.09.2017;-5000;ив;;
1100;643;;4900650308;;97;19.09.2017;-1500;ив;;
1100;643;;4900650308;;96;19.09.2017;-1000;ив;;
1100;643;;4900650075;;258;19.09.2017;-1000;ив;;
1100;643;;4900650326;;33;19.09.2017;-1000;ив;;
1100;643;;4900650236;;39;19.09.2017;-1000;ив;;
1100;643;;4900649592;;59;18.09.2017;-500;ив;;
