Ьрђх№шры;;;;Ъ№рђъшщ ђхъёђ ьрђх№шрыр;;;;;Ч-ф;Шьџ 1
бъыф;ТФт;Ю;ФюъѓьЬђ№;;Яюч.;Ф/я№ютюфъш;Ъюы-тю т ХШ ттюфр;ХШТ;;
;;;;;;;;;;
1334692/;;;;TD схч BM, їрёђ.тћфт, 30 ъу, 300 ь(бЭпв);;;;;1100;жхэђ№.ёъырф-дшх№р
1100;643;;4900191365;;77;05.08.2014;-12;ив;;
1100;643;;4900191195;;83;05.08.2014;-12;ив;;
1100;643;;4900190325;;145;01.08.2014;-12;ив;;
1100;643;;4900189122;;185;30.07.2014;-12;ив;;
1100;643;;4900189122;;85;30.07.2014;-12;ив;;
1100;643;;4900188578;;143;29.07.2014;-36;ив;;
1100;643;;4900185946;;177;22.07.2014;-24;ив;;
1100;643;;4900185519;;99;21.07.2014;-12;ив;;
1100;643;;4900185506;;101;21.07.2014;-24;ив;;
1100;643;;4900184639;;122;18.07.2014;-36;ив;;
1100;643;;4900184394;;67;17.07.2014;-60;ив;;
1100;643;;4900184020;;90;16.07.2014;-12;ив;;
1100;643;;4900183326;;2;15.07.2014;-24;ив;;
1100;643;;4900181570;;80;10.07.2014;-24;ив;;
1100;643;;4900181570;;32;10.07.2014;-12;ив;;
1100;643;;4900180542;;99;08.07.2014;-24;ив;;
1100;643;;4900179698;;57;04.07.2014;-12;ив;;
1100;643;;4900179262;;109;03.07.2014;-12;ив;;
1100;643;;4900178577;;53;02.07.2014;-24;ив;;
1100;643;;4900178577;;148;02.07.2014;-12;ив;;
1100;643;;4900178587;;88;02.07.2014;-12;ив;;
1100;101;;5000010909;;120;01.07.2014;336;ив;;
1100;101;;5000010909;;91;01.07.2014;336;ив;;
1100;643;;4900178297;;89;01.07.2014;-24;ив;;
1100;643;;4900177754;;103;30.06.2014;-12;ив;;
1100;643;;4900177761;;101;30.06.2014;-12;ив;;
1100;643;;4900176675;;53;26.06.2014;-12;ив;;
1100;643;;4900176667;;103;26.06.2014;-24;ив;;
1100;643;;4900175960;;205;25.06.2014;-60;ив;;
1100;643;;4900175463;;93;24.06.2014;-12;ив;;
1100;643;;4900175249;;88;23.06.2014;-12;ив;;
1100;643;;4900175062;;34;23.06.2014;-12;ив;;
1100;643;;4900174614;;157;20.06.2014;-24;ив;;
1100;643;;4900173488;;88;18.06.2014;-24;ив;;
1100;643;;4900173482;;54;18.06.2014;-12;ив;;
1100;643;;4900172877;;122;17.06.2014;-72;ив;;
1100;643;;4900172541;;102;16.06.2014;-12;ив;;
1100;643;;4900171818;;178;11.06.2014;-60;ив;;
1100;101;;5000010466;;25;10.06.2014;684;ив;;
1100;643;;4900170072;;157;06.06.2014;-12;ив;;
1100;643;;4900170238;;106;06.06.2014;-12;ив;;
1100;643;;4900169486;;219;05.06.2014;-24;ив;;
1100;643;;4900168496;;106;03.06.2014;-12;ив;;
1100;643;;4900168792;;36;03.06.2014;-12;ив;;
1100;643;;4900168165;;67;02.06.2014;-12;ив;;
1100;643;;4900166598;;224;28.05.2014;-48;ив;;
1100;643;;4900165786;;136;27.05.2014;-24;ив;;
1100;643;;4900165501;;171;26.05.2014;-48;ив;;
1100;643;;4900165480;;122;26.05.2014;-12;ив;;
1100;643;;4900164967;;150;23.05.2014;-12;ив;;
1100;643;;4900164325;;180;22.05.2014;-60;ив;;
1100;643;;4900163676;;59;21.05.2014;-24;ив;;
1100;643;;4900163731;;93;21.05.2014;-12;ив;;
1100;643;;4900162809;;47;19.05.2014;-12;ив;;
1100;643;;4900162826;;80;19.05.2014;-12;ив;;
1100;643;;4900161485;;93;15.05.2014;-36;ив;;
1100;643;;4900161516;;58;15.05.2014;-12;ив;;
1100;643;;4900161168;;230;14.05.2014;-60;ив;;
1100;643;;4900161168;;229;14.05.2014;-48;ив;;
1100;643;;4900160124;;119;12.05.2014;-12;ив;;
1100;643;;4900159664;;149;08.05.2014;-24;ив;;
1100;643;;4900158603;;60;06.05.2014;-36;ив;;
1100;101;;5000009635;;30;06.05.2014;456;ив;;
1100;643;;4900158605;;42;06.05.2014;-12;ив;;
1100;643;;4900157740;;42;05.05.2014;-12;ив;;
1100;643;;4900157756;;85;05.05.2014;-12;ив;;
1100;643;;4900156770;;118;29.04.2014;-60;ив;;
1100;643;;4900155632;;155;25.04.2014;-24;ив;;
1100;643;;4900155036;;90;24.04.2014;-12;ив;;
1100;643;;4900154530;;70;23.04.2014;-12;ив;;
1100;643;;4900154258;;175;23.04.2014;-48;ив;;
1100;643;;4900153709;;59;22.04.2014;-24;ив;;
1100;643;;4900153421;;56;21.04.2014;-12;ив;;
1100;643;;4900152835;;140;18.04.2014;-12;ив;;
1100;643;;4900152450;;31;17.04.2014;-12;ив;;
1100;643;;4900151655;;20;16.04.2014;-48;ив;;
1100;643;;4900151052;;43;15.04.2014;-24;ив;;
1100;643;;4900151052;;44;15.04.2014;-12;ив;;
1100;643;;4900151055;;14;15.04.2014;-48;ив;;
1100;644;;4900150209;;44;11.04.2014;12;ив;;
1100;643;;4900150102;;144;11.04.2014;-24;ив;;
1100;643;;4900150201;;44;11.04.2014;-12;ив;;
1100;643;;4900150216;;44;11.04.2014;-12;ив;;
1100;643;;4900149121;;121;09.04.2014;-12;ив;;
1100;643;;4900149121;;122;09.04.2014;-36;ив;;
1100;101;;5000009034;;97;09.04.2014;480;ив;;
1100;643;;4900148609;;107;08.04.2014;-12;ив;;
1100;643;;4900148686;;52;08.04.2014;-12;ив;;
1100;643;;4900147127;;141;04.04.2014;-12;ив;;
1100;643;;4900146827;;47;03.04.2014;-36;ив;;
1100;643;;4900146817;;154;03.04.2014;-84;ив;;
1100;643;;4900146135;;157;02.04.2014;-12;ив;;
1100;643;;4900146135;;156;02.04.2014;-60;ив;;
1100;643;;4900145427;;73;01.04.2014;-12;ив;;
1100;643;;4900145134;;110;31.03.2014;-48;ив;;
1100;644;;4900144659;;116;28.03.2014;12;ив;;
1100;643;;4900144654;;116;28.03.2014;-12;ив;;
1100;643;;4900144674;;116;28.03.2014;-12;ив;;
1100;643;;4900143642;;116;26.03.2014;-36;ив;;
1100;643;;4900143632;;100;26.03.2014;-12;ив;;
1100;643;;4900142676;;74;25.03.2014;-12;ив;;
1100;101;;5000008660;;150;25.03.2014;96;ив;;
1100;643;;4900142344;;81;24.03.2014;-12;ив;;
1100;643;;4900141917;;125;21.03.2014;-24;ив;;
1100;643;;4900141206;;138;20.03.2014;-12;ив;;
1100;643;;4900140731;;203;19.03.2014;-72;ив;;
1100;643;;4900140165;;72;18.03.2014;-24;ив;;
1100;643;;4900139788;;69;17.03.2014;-48;ив;;
1100;643;;4900139022;;86;14.03.2014;-12;ив;;
1100;643;;4900137924;;77;12.03.2014;-12;ив;;
1100;643;;4900137921;;62;12.03.2014;-24;ив;;
1100;643;;4900137100;;94;11.03.2014;-72;ив;;
1100;643;;4900136161;;46;06.03.2014;-12;ив;;
1100;643;;4900136191;;54;06.03.2014;-24;ив;;
1100;643;;4900135580;;187;05.03.2014;-24;ив;;
1100;643;;4900134757;;150;04.03.2014;-12;ив;;
1100;101;;5000008111;;21;03.03.2014;180;ив;;
1100;643;;4900133912;;7;28.02.2014;-24;ив;;
1100;643;;4900133360;;211;27.02.2014;-12;ив;;
1100;101;;5000008005;;26;26.02.2014;192;ив;;
1100;101;;5000007997;;96;26.02.2014;420;ив;;
1100;643;;4900132493;;17;26.02.2014;-12;ив;;
1100;643;;4900132049;;109;25.02.2014;-12;ив;;
1100;643;;4900132049;;108;25.02.2014;-12;ив;;
1100;101;;5000007893;;68;21.02.2014;24;ив;;
1100;643;;4900130400;;40;20.02.2014;-12;ив;;
1100;643;;4900130412;;210;20.02.2014;-24;ив;;
1100;643;;4900130412;;211;20.02.2014;-12;ив;;
1100;643;;4900129970;;179;19.02.2014;-36;ив;;
1100;643;;4900129981;;1;19.02.2014;-24;ив;;
1100;643;;4900129415;;73;18.02.2014;-12;ив;;
1100;643;;4900128954;;67;17.02.2014;-24;ив;;
1100;643;;4900128388;;54;17.02.2014;-12;ив;;
1100;643;;4900128383;;49;17.02.2014;-36;ив;;
1100;643;;4900127831;;79;13.02.2014;-24;ив;;
1100;643;;4900126493;;78;11.02.2014;-60;ив;;
1100;643;;4900125555;;107;07.02.2014;-12;ив;;
1100;101;;5000007505;;93;07.02.2014;24;ив;;
1100;101;;5000007505;;48;07.02.2014;180;ив;;
1100;643;;4900125027;;38;06.02.2014;-60;ив;;
1100;643;;4900124505;;129;05.02.2014;-24;ив;;
1100;643;;4900122906;;35;03.02.2014;-12;ив;;
1100;643;;4900122902;;64;03.02.2014;-48;ив;;
1100;643;;4900123331;;127;03.02.2014;-12;ив;;
1100;643;;4900123497;;155;03.02.2014;-24;ив;;
1100;643;;4900123498;;90;03.02.2014;-12;ив;;
1100;643;;4900121037;;56;27.01.2014;-12;ив;;
1100;643;;4900121034;;44;27.01.2014;-12;ив;;
1100;643;;4900120374;;101;24.01.2014;-12;ив;;
1100;643;;4900119819;;82;23.01.2014;-36;ив;;
1100;643;;4900119819;;81;23.01.2014;-36;ив;;
1100;643;;4900119443;;240;22.01.2014;-60;ив;;
1100;643;;4900118461;;99;20.01.2014;-12;ив;;
1100;101;;5000007044;;114;17.01.2014;180;ив;;
1100;643;;4900116967;;170;16.01.2014;-12;ив;;
1100;643;;4900116149;;118;14.01.2014;-60;ив;;
1100;643;;4900116149;;117;14.01.2014;-12;ив;;
1100;643;;4900115735;;178;13.01.2014;-12;ив;;
1100;101;;5000006928;;39;13.01.2014;180;ив;;
1100;643;;4900115774;;138;13.01.2014;-12;ив;;
1100;643;;4900112863;;192;27.12.2013;-48;ив;;
1100;643;;4900113424;;44;27.12.2013;-12;ив;;
1100;643;;4900112612;;136;26.12.2013;-12;ив;;
1100;643;;4900112667;;100;26.12.2013;-12;ив;;
1100;643;;4900111504;;94;24.12.2013;-84;ив;;
1100;643;;4900110600;;88;23.12.2013;-24;ив;;
1100;643;;4900110624;;57;23.12.2013;-48;ив;;
1100;643;;4900109954;;223;20.12.2013;-24;ив;;
1100;643;;4900108935;;174;19.12.2013;-48;ив;;
1100;643;;4900108849;;85;18.12.2013;-12;ив;;
1100;101;;5000006506;;45;17.12.2013;180;ив;;
1100;643;;4900107524;;112;16.12.2013;-12;ив;;
1100;643;;4900106755;;210;13.12.2013;-24;ив;;
1100;643;;4900106044;;185;12.12.2013;-12;ив;;
1100;643;;4900105655;;137;11.12.2013;-60;ив;;
1100;643;;4900104591;;127;09.12.2013;-72;ив;;
1100;643;;4900104591;;128;09.12.2013;-12;ив;;
1100;643;;4900103411;;125;05.12.2013;-36;ив;;
1100;101;;5000006288;;53;05.12.2013;360;ив;;
1100;643;;4900103109;;64;05.12.2013;-12;ив;;
1100;643;;4900103411;;126;05.12.2013;-48;ив;;
1100;643;;4900102322;;160;03.12.2013;-24;ив;;
1100;643;;4900102320;;155;03.12.2013;-48;ив;;
1100;643;;4900102320;;154;03.12.2013;-12;ив;;
1100;643;;4900101739;;94;02.12.2013;-12;ив;;
1100;643;;4900101239;;274;30.11.2013;-12;ив;;
1100;643;;4900100299;;118;28.11.2013;-72;ив;;
1100;101;;5000006072;;46;27.11.2013;120;ив;;
1100;101;;5000006024;;20;26.11.2013;120;ив;;
1100;643;;4900099447;;305;26.11.2013;-24;ив;;
1100;101;;5000006024;;136;26.11.2013;120;ив;;
1100;643;;4900096992;;33;20.11.2013;-12;ив;;
1100;643;;4900096123;;138;18.11.2013;-12;ив;;
1100;643;;4900095768;;179;15.11.2013;-12;ив;;
1100;643;;4900094813;;99;14.11.2013;-12;ив;;
1100;643;;4900094815;;54;14.11.2013;-12;ив;;
1100;643;;4900094164;;359;12.11.2013;-48;ив;;
1100;643;;4900094164;;360;12.11.2013;-48;ив;;
1100;643;;4900093446;;137;11.11.2013;-12;ив;;
1100;643;;4900092633;;163;08.11.2013;-48;ив;;
1100;643;;4900093052;;215;08.11.2013;-12;ив;;
1100;643;;4900092076;;99;07.11.2013;-36;ив;;
1100;643;;4900091813;;196;06.11.2013;-12;ив;;
1100;101;;5000005522;;72;06.11.2013;240;ив;;
1100;643;;4900091473;;196;05.11.2013;-72;ив;;
1100;643;;4900091473;;195;05.11.2013;-12;ив;;
1100;643;;4900090779;;224;01.11.2013;-24;ив;;
1100;643;;4900089497;;84;30.10.2013;-48;ив;;
1100;643;;4900089286;;230;29.10.2013;-24;ив;;
1100;643;;4900088560;;236;28.10.2013;-12;ив;;
1100;643;;4900087312;;84;23.10.2013;-72;ив;;
1100;643;;4900086221;;14;21.10.2013;-36;ив;;
1100;643;;4900086221;;13;21.10.2013;-36;ив;;
1100;643;;4900085783;;188;18.10.2013;-12;ив;;
1100;101;;5000005170;;86;17.10.2013;240;ив;;
1100;643;;4900085300;;205;17.10.2013;-60;ив;;
1100;643;;4900084224;;170;15.10.2013;-12;ив;;
1100;643;;4900083849;;160;14.10.2013;-12;ив;;
1100;643;;4900083093;;169;11.10.2013;-12;ив;;
1100;643;;4900082115;;31;09.10.2013;-36;ив;;
1100;643;;4900081985;;36;08.10.2013;-36;ив;;
1100;643;;4900080409;;111;03.10.2013;-60;ив;;
1100;643;;4900080413;;111;03.10.2013;-60;ив;;
1100;644;;4900080410;;111;03.10.2013;60;ив;;
1100;643;;4900080553;;114;03.10.2013;-60;ив;;
1100;643;;4900080553;;115;03.10.2013;-12;ив;;
1100;643;;4900079897;;99;02.10.2013;-24;ив;;
1100;643;;4900079502;;223;01.10.2013;-24;ив;;
1100;643;;4900079556;;234;01.10.2013;-48;ив;;
1100;643;;4900078942;;116;30.09.2013;-12;ив;;
1100;643;;4900078942;;115;30.09.2013;-12;ив;;
1100;643;;4900078190;;138;26.09.2013;-48;ив;;
1100;643;;4900077686;;153;25.09.2013;-36;ив;;
1100;101;;5000004657;;47;25.09.2013;228;ив;;
1100;643;;4900076819;;119;23.09.2013;-24;ив;;
1100;643;;4900076311;;199;20.09.2013;-24;ив;;
1100;643;;4900075507;;97;18.09.2013;-12;ив;;
1100;643;;4900075295;;98;18.09.2013;-48;ив;;
1100;643;;4900074977;;159;17.09.2013;-12;ив;;
1100;643;;4900074977;;158;17.09.2013;-72;ив;;
1100;101;;5000004489;;12;17.09.2013;228;ив;;
1100;643;;4900074280;;90;16.09.2013;-12;ив;;
1100;643;;4900073088;;85;11.09.2013;-36;ив;;
1100;643;;4900071847;;199;09.09.2013;-12;ив;;
1100;643;;4900071448;;156;06.09.2013;-12;ив;;
1100;643;;4900071062;;197;05.09.2013;-36;ив;;
1100;643;;4900070363;;109;04.09.2013;-12;ив;;
1100;643;;4900070089;;208;03.09.2013;-24;ив;;
1100;643;;4900070089;;207;03.09.2013;-36;ив;;
1100;643;;4900069212;;192;30.08.2013;-24;ив;;
1100;643;;4900067304;;141;26.08.2013;-12;ив;;
1100;643;;4900067038;;201;26.08.2013;-12;ив;;
1100;643;;4900066186;;69;22.08.2013;-96;ив;;
1100;643;;4900065787;;107;21.08.2013;-12;ив;;
1100;643;;4900064863;;162;19.08.2013;-12;ив;;
1100;101;;5000003733;;41;15.08.2013;228;ив;;
1100;643;;4900064328;;170;15.08.2013;-60;ив;;
1100;643;;4900063358;;99;13.08.2013;-12;ив;;
1100;643;;4900061858;;102;08.08.2013;-12;ив;;
1100;643;;4900061345;;76;07.08.2013;-24;ив;;
1100;643;;4900061345;;77;07.08.2013;-36;ив;;
1100;643;;4900060852;;148;05.08.2013;-12;ив;;
1100;643;;4900059793;;151;01.08.2013;-72;ив;;
1100;643;;4900059872;;53;01.08.2013;-24;ив;;
1100;643;;4900059866;;78;01.08.2013;-60;ив;;
1100;643;;4900059116;;127;31.07.2013;-12;ив;;
1100;643;;4900058022;;203;26.07.2013;-48;ив;;
1100;643;;4900056874;;343;23.07.2013;-60;ив;;
1100;101;;5000003178;;67;19.07.2013;216;ив;;
1100;643;;4900055328;;101;18.07.2013;-12;ив;;
1100;643;;4900054006;;130;15.07.2013;-12;ив;;
1100;643;;4900054314;;206;15.07.2013;-24;ив;;
1100;643;;4900053707;;30;12.07.2013;-12;ив;;
1100;643;;4900053350;;88;11.07.2013;-60;ив;;
1100;643;;4900052790;;119;10.07.2013;-24;ив;;
1100;101;;5000002998;;46;09.07.2013;216;ив;;
1100;643;;4900052591;;458;09.07.2013;-84;ив;;
1100;643;;4900052101;;115;08.07.2013;-12;ив;;
1100;643;;4900051469;;223;05.07.2013;-12;ив;;
1100;101;;5000002935;;23;05.07.2013;204;ив;;
1100;643;;4900051658;;121;05.07.2013;-12;ив;;
1100;643;;4900050801;;205;03.07.2013;-24;ив;;
1100;643;;4900050660;;122;03.07.2013;-60;ив;;
1100;643;;4900049573;;177;28.06.2013;-12;ив;;
1100;643;;4900048476;;131;26.06.2013;-48;ив;;
1100;643;;4900048476;;130;26.06.2013;-24;ив;;
1100;643;;4900048180;;385;25.06.2013;-48;ив;;
1100;643;;4900047309;;214;21.06.2013;-12;ив;;
1100;101;;5000002614;;69;19.06.2013;60;ив;;
1100;643;;4900046491;;86;19.06.2013;-60;ив;;
1100;101;;5000002555;;100;18.06.2013;60;ив;;
1100;643;;4900046015;;88;18.06.2013;-12;ив;;
1100;643;;4900045540;;155;17.06.2013;-12;ив;;
1100;643;;4900045157;;188;14.06.2013;-24;ив;;
1100;643;;4900044725;;134;13.06.2013;-48;ив;;
1100;643;;4900044187;;335;11.06.2013;-24;ив;;
1100;101;;5000002390;;72;10.06.2013;60;ив;;
1100;643;;4900042216;;108;05.06.2013;-24;ив;;
1100;643;;4900041241;;142;03.06.2013;-12;ив;;
1100;643;;4900040917;;148;31.05.2013;-12;ив;;
1100;643;;4900040282;;168;30.05.2013;-60;ив;;
1100;643;;4900039691;;393;28.05.2013;-48;ив;;
1100;643;;4900039178;;147;27.05.2013;-12;ив;;
1100;643;;4900038671;;153;24.05.2013;-24;ив;;
1100;643;;4900037865;;4;23.05.2013;-12;ив;;
1100;643;;4900037369;;255;21.05.2013;-12;ив;;
1100;101;;5000002016;;65;20.05.2013;60;ив;;
1100;643;;4900035481;;326;15.05.2013;-48;ив;;
1100;643;;4900035270;;104;14.05.2013;-48;ив;;
1100;643;;4900033613;;72;07.05.2013;-12;ив;;
1100;643;;4900033096;;291;30.04.2013;-24;ив;;
1100;643;;4900033096;;292;30.04.2013;-12;ив;;
1100;643;;4900031842;;179;26.04.2013;-24;ив;;
1100;643;;4900030476;;428;23.04.2013;-72;ив;;
1100;643;;4900030730;;110;23.04.2013;-60;ив;;
1100;643;;4900030190;;146;22.04.2013;-12;ив;;
1100;643;;4900029635;;250;19.04.2013;-12;ив;;
1100;643;;4900028893;;112;17.04.2013;-120;ив;;
1100;643;;4900028887;;23;17.04.2013;-12;ив;;
1100;101;;5000001487;;85;15.04.2013;600;ив;;
1100;643;;4900028005;;141;15.04.2013;-12;ив;;
1100;643;;4900027184;;175;12.04.2013;-60;ив;;
1100;101;;5000001465;;35;12.04.2013;600;ив;;
1100;101;;5000001445;;24;12.04.2013;204;ив;;
1100;643;;4900026872;;180;11.04.2013;-12;ив;;
1100;643;;4900026872;;179;11.04.2013;-36;ив;;
1100;643;;4900026779;;88;11.04.2013;-12;ив;;
1100;643;;4900026364;;90;10.04.2013;-24;ив;;
1100;643;;4900026191;;166;09.04.2013;-36;ив;;
1100;643;;4900025589;;74;08.04.2013;-60;ив;;
1100;643;;4900025745;;161;08.04.2013;-12;ив;;
1100;643;;4900023697;;235;01.04.2013;-12;ив;;
1100;643;;4900023233;;203;29.03.2013;-12;ив;;
1100;643;;4900022786;;115;28.03.2013;-36;ив;;
1100;643;;4900022786;;114;28.03.2013;-36;ив;;
1100;643;;4900022214;;107;27.03.2013;-24;ив;;
1100;643;;4900021862;;261;26.03.2013;-24;ив;;
1100;101;;5000001129;;94;25.03.2013;216;ив;;
1100;643;;4900021457;;211;25.03.2013;-12;ив;;
1100;101;;5000001082;;24;21.03.2013;120;ив;;
1100;643;;4900020637;;196;21.03.2013;-12;ив;;
1100;643;;4900020637;;197;21.03.2013;-24;ив;;
1100;643;;4900020266;;104;20.03.2013;-24;ив;;
1100;643;;4900019587;;177;19.03.2013;-60;ив;;
1100;643;;4900019025;;206;18.03.2013;-12;ив;;
1100;643;;4900018105;;5;13.03.2013;-12;ив;;
1100;643;;4900018105;;4;13.03.2013;-48;ив;;
1100;101;;5000000946;;44;12.03.2013;120;ив;;
1100;643;;4900017281;;120;11.03.2013;-12;ив;;
1100;643;;4900016317;;66;06.03.2013;-48;ив;;
1100;102;;5000000848;;44;05.03.2013;-120;ив;;
1100;101;;5000000847;;44;04.03.2013;120;ив;;
1100;643;;4900015560;;135;04.03.2013;-12;ив;;
1100;643;;4900014936;;123;28.02.2013;-72;ив;;
1100;643;;4900014065;;335;27.02.2013;-24;ив;;
1100;643;;4900013888;;90;26.02.2013;-60;ив;;
1100;643;;4900013631;;185;25.02.2013;-12;ив;;
1100;101;;5000000580;;47;20.02.2013;120;ив;;
1100;643;;4900011979;;64;20.02.2013;-24;ив;;
1100;643;;4900011695;;176;19.02.2013;-12;ив;;
1100;643;;4900011400;;180;18.02.2013;-12;ив;;
1100;101;;5000000499;;113;15.02.2013;120;ив;;
1100;643;;4900010201;;89;14.02.2013;-12;ив;;
1100;643;;4900010545;;93;14.02.2013;-60;ив;;
1100;101;;5000000437;;127;12.02.2013;120;ив;;
1100;643;;4900009130;;125;11.02.2013;-12;ив;;
1100;643;;4900008903;;137;08.02.2013;-36;ив;;
1100;101;;5000000393;;38;08.02.2013;300;ив;;
1100;643;;4900006487;;137;01.02.2013;-24;ив;;
1100;643;;4900006044;;83;31.01.2013;-36;ив;;
1100;643;;4900006286;;203;31.01.2013;-60;ив;;
1100;643;;4900006294;;52;31.01.2013;-12;ив;;
1100;644;;4900006036;;83;31.01.2013;36;ив;;
1100;643;;4900005922;;83;31.01.2013;-36;ив;;
1100;643;;4900004680;;156;25.01.2013;-60;ив;;
1100;643;;4900003896;;78;24.01.2013;-204;ив;;
1100;643;;4900003055;;159;21.01.2013;-12;ив;;
1100;643;;4900003058;;242;21.01.2013;-36;ив;;
1100;643;;4900002317;;91;17.01.2013;-72;ив;;
1100;643;;4900001270;;196;15.01.2013;-36;ив;;
1100;644;;4900000695;;1;11.01.2013;12;ив;;
1100;644;;4900000690;;1;11.01.2013;12;ив;;
1100;643;;4900000588;;1;11.01.2013;-12;ив;;
1100;643;;4900000692;;1;11.01.2013;-12;ив;;
1100;643;;4900000725;;1;11.01.2013;-12;ив;;
1100;101;;5000000001;;98;05.01.2013;600;ив;;
;;;;;;;;;;
6059902/;;;;TD ё BM, їрёђ. тћфт, 400 ьь, (1845481);;;;;1100;жхэђ№.ёъырф-дшх№р
1100;643;;4900635836;;85;21.08.2017;-24;ив;;
1100;643;;4900635403;;231;21.08.2017;-24;ив;;
1100;643;;4900633677;;77;16.08.2017;-36;ив;;
1100;643;;4900633239;;9;16.08.2017;-12;ив;;
1100;643;;4900633239;;8;16.08.2017;-12;ив;;
1100;643;;4900633490;;199;16.08.2017;-36;ив;;
1100;643;;4900633443;;37;16.08.2017;-12;ив;;
1100;643;;4900633430;;192;16.08.2017;-12;ив;;
1100;643;;4900633247;;45;16.08.2017;-24;ив;;
1100;643;;4900631503;;231;11.08.2017;-24;ив;;
1100;643;;4900631064;;91;11.08.2017;-36;ив;;
1100;643;;4900630749;;68;10.08.2017;-96;ив;;
1100;643;;4900629620;;134;09.08.2017;-12;ив;;
1100;643;;4900629191;;76;08.08.2017;-36;ив;;
1100;643;;4900629129;;187;08.08.2017;-12;ив;;
1100;643;;4900629096;;68;08.08.2017;-48;ив;;
1100;643;;4900627751;;261;04.08.2017;-12;ив;;
1100;643;;4900627648;;27;04.08.2017;-24;ив;;
1100;643;;4900626542;;8;02.08.2017;-24;ив;;
1100;643;;4900626523;;173;02.08.2017;-12;ив;;
1100;643;;4900625968;;16;02.08.2017;-12;ив;;
1100;101;;5000035022;;216;01.08.2017;180;ив;;
1100;643;;4900623504;;64;27.07.2017;-36;ив;;
1100;643;;4900623699;;150;27.07.2017;-36;ив;;
1100;643;;4900623021;;32;26.07.2017;-12;ив;;
1100;643;;4900623031;;71;26.07.2017;-12;ив;;
1100;643;;4900623062;;137;26.07.2017;-12;ив;;
1100;643;;4900622241;;84;25.07.2017;-12;ив;;
1100;643;;4900621495;;59;24.07.2017;-24;ив;;
1100;643;;4900621913;;188;24.07.2017;-24;ив;;
1100;643;;4900621919;;76;24.07.2017;-12;ив;;
1100;643;;4900620655;;284;21.07.2017;-48;ив;;
1100;643;;4900621106;;101;21.07.2017;-24;ив;;
1100;643;;4900621135;;85;21.07.2017;-36;ив;;
1100;643;;4900620279;;13;20.07.2017;-24;ив;;
1100;643;;4900620243;;15;20.07.2017;-12;ив;;
1100;643;;4900620182;;24;20.07.2017;-36;ив;;
1100;643;;4900620174;;5;20.07.2017;-12;ив;;
1100;643;;4900620171;;7;20.07.2017;-12;ив;;
1100;643;;4900620166;;29;20.07.2017;-24;ив;;
1100;101;;5000034673;;41;18.07.2017;480;ив;;
1100;101;;5000034662;;70;18.07.2017;288;ив;;
1100;643;;4900617646;;67;14.07.2017;-12;ив;;
1100;643;;4900615756;;68;11.07.2017;-12;ив;;
1100;643;;4900615575;;34;11.07.2017;-12;ив;;
1100;643;;4900614785;;79;10.07.2017;-24;ив;;
1100;643;;4900615340;;74;10.07.2017;-36;ив;;
1100;643;;4900615348;;56;10.07.2017;-36;ив;;
1100;643;;4900614196;;55;07.07.2017;-12;ив;;
1100;643;;4900614181;;24;07.07.2017;-12;ив;;
1100;643;;4900613467;;93;06.07.2017;-36;ив;;
1100;643;;4900613241;;124;05.07.2017;-12;ив;;
1100;643;;4900613103;;148;05.07.2017;-12;ив;;
1100;643;;4900612139;;74;04.07.2017;-12;ив;;
1100;643;;4900610709;;199;30.06.2017;-12;ив;;
1100;643;;4900610841;;10;30.06.2017;-12;ив;;
1100;643;;4900610278;;8;29.06.2017;-24;ив;;
1100;643;;4900610013;;203;29.06.2017;-24;ив;;
1100;643;;4900609433;;48;28.06.2017;-24;ив;;
1100;643;;4900609705;;64;28.06.2017;-12;ив;;
1100;643;;4900609055;;100;27.06.2017;-24;ив;;
1100;643;;4900609079;;17;27.06.2017;-12;ив;;
1100;643;;4900609079;;134;27.06.2017;-12;ив;;
1100;643;;4900608541;;71;27.06.2017;-36;ив;;
1100;643;;4900609140;;144;27.06.2017;-24;ив;;
1100;643;;4900607870;;78;26.06.2017;-12;ив;;
1100;643;;4900608171;;230;26.06.2017;-12;ив;;
1100;643;;4900607255;;135;23.06.2017;-48;ив;;
1100;643;;4900607604;;255;23.06.2017;-36;ив;;
1100;643;;4900606668;;125;22.06.2017;-24;ив;;
1100;101;;5000034175;;149;22.06.2017;228;ив;;
1100;643;;4900605799;;78;21.06.2017;-12;ив;;
1100;643;;4900605789;;51;21.06.2017;-24;ив;;
1100;643;;4900605769;;185;21.06.2017;-12;ив;;
1100;101;;5000034109;;199;20.06.2017;228;ив;;
1100;643;;4900605084;;79;20.06.2017;-36;ив;;
1100;643;;4900604078;;142;19.06.2017;-12;ив;;
1100;643;;4900603613;;206;16.06.2017;-12;ив;;
1100;643;;4900602860;;191;15.06.2017;-24;ив;;
1100;643;;4900603170;;110;15.06.2017;-72;ив;;
1100;643;;4900602245;;32;14.06.2017;-24;ив;;
1100;643;;4900602534;;104;14.06.2017;-12;ив;;
1100;643;;4900601176;;191;13.06.2017;-12;ив;;
1100;643;;4900601742;;85;13.06.2017;-12;ив;;
1100;643;;4900601254;;95;13.06.2017;-24;ив;;
1100;643;;4900601061;;25;12.06.2017;-36;ив;;
1100;643;;4900600213;;133;08.06.2017;-24;ив;;
1100;101;;5000033833;;69;08.06.2017;300;ив;;
