Ьрђх№шры;;;;Ъ№рђъшщ ђхъёђ ьрђх№шрыр;;;;;Ч-ф;Шьџ 1
бъыф;ТФт;Ю;ФюъѓьЬђ№;;Яюч.;Ф/я№ютюфъш;Ъюы-тю т ХШ ттюфр;ХШТ;;
;;;;;;;;;;
1334692/;;;;TD схч BM, їрёђ.тћфт, 30 ъу, 300 ь(бЭпв);;;;;1100;жхэђ№.ёъырф-дшх№р
1100;101;;5000002409;;156;10.06.2013;84;ив;;
1100;643;;4900043298;;222;07.06.2013;-6;ив;;
1100;643;;4900041815;;70;04.06.2013;-12;ив;;
1100;643;;4900040917;;138;31.05.2013;-6;ив;;
1100;643;;4900037369;;234;21.05.2013;-6;ив;;
1100;101;;5000002016;;62;20.05.2013;60;ив;;
1100;643;;4900035481;;323;15.05.2013;-6;ив;;
1100;643;;4900035481;;322;15.05.2013;-6;ив;;
1100;643;;4900034844;;120;13.05.2013;-6;ив;;
1100;643;;4900033613;;67;07.05.2013;-6;ив;;
1100;643;;4900033096;;288;30.04.2013;-36;ив;;
1100;643;;4900031426;;123;25.04.2013;-12;ив;;
1100;643;;4900031426;;124;25.04.2013;-6;ив;;
1100;643;;4900030476;;424;23.04.2013;-18;ив;;
1100;643;;4900030190;;135;22.04.2013;-12;ив;;
1100;643;;4900029414;;6;19.04.2013;-6;ив;;
1100;643;;4900029635;;235;19.04.2013;-12;ив;;
1100;101;;5000001487;;82;15.04.2013;60;ив;;
1100;643;;4900027184;;164;12.04.2013;-18;ив;;
1100;643;;4900027184;;165;12.04.2013;-6;ив;;
1100;101;;5000001465;;29;12.04.2013;60;ив;;
1100;101;;5000001445;;22;12.04.2013;60;ив;;
1100;643;;4900026872;;157;11.04.2013;-18;ив;;
1100;643;;4900026364;;78;10.04.2013;-6;ив;;
1100;643;;4900026191;;154;09.04.2013;-6;ив;;
1100;643;;4900025589;;300;08.04.2013;-12;ив;;
1100;643;;4900025589;;301;08.04.2013;-12;ив;;
1100;643;;4900023697;;222;01.04.2013;-6;ив;;
1100;643;;4900023233;;184;29.03.2013;-18;ив;;
1100;643;;4900022516;;16;28.03.2013;-24;ив;;
1100;643;;4900021862;;238;26.03.2013;-12;ив;;
1100;643;;4900021457;;189;25.03.2013;-18;ив;;
1100;101;;5000001129;;91;25.03.2013;60;ив;;
1100;643;;4900020637;;184;21.03.2013;-18;ив;;
1100;643;;4900020637;;183;21.03.2013;-30;ив;;
1100;101;;5000001082;;15;21.03.2013;36;ив;;
1100;643;;4900019025;;182;18.03.2013;-6;ив;;
1100;101;;5000000946;;33;12.03.2013;36;ив;;
1100;643;;4900017353;;267;12.03.2013;-12;ив;;
1100;643;;4900016317;;62;06.03.2013;-6;ив;;
1100;102;;5000000848;;33;05.03.2013;-36;ив;;
1100;643;;4900016108;;76;05.03.2013;-6;ив;;
1100;101;;5000000847;;33;04.03.2013;36;ив;;
1100;643;;4900015560;;123;04.03.2013;-12;ив;;
1100;643;;4900014936;;115;28.02.2013;-18;ив;;
1100;643;;4900014065;;334;27.02.2013;-6;ив;;
1100;643;;4900012501;;81;21.02.2013;-6;ив;;
1100;643;;4900012497;;119;21.02.2013;-12;ив;;
1100;101;;5000000580;;38;20.02.2013;36;ив;;
1100;643;;4900011695;;158;19.02.2013;-6;ив;;
1100;643;;4900011400;;174;18.02.2013;-12;ив;;
1100;643;;4900011400;;173;18.02.2013;-24;ив;;
1100;101;;5000000499;;101;15.02.2013;36;ив;;
1100;101;;5000000437;;117;12.02.2013;36;ив;;
1100;643;;4900009130;;118;11.02.2013;-12;ив;;
1100;101;;5000000393;;29;08.02.2013;60;ив;;
1100;643;;4900006487;;123;01.02.2013;-30;ив;;
1100;643;;4900006294;;33;31.01.2013;-6;ив;;
1100;643;;4900004678;;105;25.01.2013;-6;ив;;
1100;643;;4900002224;;110;17.01.2013;-18;ив;;
1100;643;;4900002281;;68;17.01.2013;-6;ив;;
1100;643;;4900002317;;80;17.01.2013;-6;ив;;
1100;643;;4900001270;;178;15.01.2013;-12;ив;;
1100;101;;5000000001;;76;05.01.2013;120;ив;;
1100;561;;4900000017;;613;31.12.2012;36;ив;;
;;;;;;;;;;
4932452/;;;;TD схч BM, яюыэ.тћфт, 30 ъу, 550 ьь, ъья;;;;;1100;жхэђ№.ёъырф-дшх№р
1100;643;;4900831670;;61;30.07.2018;-6;ив;;
1100;643;;4900831758;;19;30.07.2018;-12;ив;;
1100;643;;4900830400;;75;27.07.2018;-6;ив;;
1100;643;;4900829687;;37;26.07.2018;-6;ив;;
1100;643;;4900827308;;17;23.07.2018;-6;ив;;
1100;643;;4900826894;;21;23.07.2018;-12;ив;;
1100;643;;4900826167;;82;20.07.2018;-12;ив;;
1100;643;;4900825502;;23;19.07.2018;-6;ив;;
1100;643;;4900823955;;11;18.07.2018;-18;ив;;
1100;643;;4900824583;;43;18.07.2018;-6;ив;;
1100;643;;4900824623;;22;18.07.2018;-6;ив;;
1100;101;;5000043746;;28;16.07.2018;96;ив;;
1100;643;;4900812860;;70;29.06.2018;-6;ив;;
1100;643;;4900812205;;20;28.06.2018;-6;ив;;
1100;643;;4900810515;;20;26.06.2018;-6;ив;;
1100;643;;4900810176;;27;26.06.2018;-6;ив;;
1100;643;;4900804992;;34;18.06.2018;-6;ив;;
1100;643;;4900804388;;37;18.06.2018;-6;ив;;
1100;101;;5000042782;;89;15.06.2018;12;ив;;
1100;643;;4900804236;;17;15.06.2018;-6;ив;;
1100;643;;4900802621;;37;14.06.2018;-12;ив;;
1100;643;;4900802154;;15;13.06.2018;-6;ив;;
1100;643;;4900801717;;57;13.06.2018;-12;ив;;
1100;101;;5000042588;;56;08.06.2018;60;ив;;
1100;643;;4900799764;;31;07.06.2018;-18;ив;;
1100;643;;4900799450;;49;07.06.2018;-6;ив;;
1100;643;;4900798600;;97;06.06.2018;-6;ив;;
1100;643;;4900798283;;75;06.06.2018;-24;ив;;
1100;643;;4900798199;;4;06.06.2018;-12;ив;;
1100;101;;5000042404;;46;04.06.2018;66;ив;;
1100;643;;4900781522;;23;10.05.2018;-12;ив;;
1100;643;;4900780895;;5;08.05.2018;-6;ив;;
1100;101;;5000041579;;72;07.05.2018;18;ив;;
1100;643;;4900779327;;181;04.05.2018;-12;ив;;
1100;101;;5000041503;;149;03.05.2018;12;ив;;
1100;643;;4900771610;;99;20.04.2018;-12;ив;;
1100;643;;4900771973;;91;20.04.2018;-6;ив;;
1100;643;;4900771017;;16;19.04.2018;-12;ив;;
1100;643;;4900770242;;78;18.04.2018;-6;ив;;
1100;643;;4900767032;;27;12.04.2018;-6;ив;;
1100;643;;4900765613;;161;11.04.2018;-12;ив;;
1100;643;;4900764447;;4;10.04.2018;-6;ив;;
1100;643;;4900764159;;35;09.04.2018;-12;ив;;
1100;643;;4900762155;;19;05.04.2018;-6;ив;;
1100;643;;4900760106;;46;02.04.2018;-6;ив;;
1100;643;;4900757834;;36;29.03.2018;-6;ив;;
1100;643;;4900756659;;23;27.03.2018;-6;ив;;
1100;643;;4900755609;;63;26.03.2018;-6;ив;;
1100;643;;4900753314;;23;22.03.2018;-6;ив;;
1100;643;;4900752490;;104;21.03.2018;-12;ив;;
1100;643;;4900751246;;12;19.03.2018;-6;ив;;
1100;101;;5000040092;;43;12.03.2018;36;ив;;
1100;643;;4900743881;;104;05.03.2018;-6;ив;;
1100;643;;4900742661;;50;02.03.2018;-6;ив;;
1100;643;;4900741030;;129;28.02.2018;-6;ив;;
1100;643;;4900741030;;48;28.02.2018;-12;ив;;
1100;643;;4900733081;;35;14.02.2018;-6;ив;;
1100;643;;4900727416;;15;05.02.2018;-6;ив;;
1100;643;;4900725748;;77;01.02.2018;-12;ив;;
1100;643;;4900725598;;30;01.02.2018;-6;ив;;
1100;643;;4900725010;;60;31.01.2018;-6;ив;;
1100;643;;4900722027;;27;25.01.2018;-6;ив;;
1100;643;;4900717867;;46;18.01.2018;-6;ив;;
1100;643;;4900717016;;116;17.01.2018;-6;ив;;
1100;702;;4900712071;;3;09.01.2018;-6;ив;;
1100;643;;4900707919;;73;25.12.2017;-6;ив;;
1100;643;;4900707697;;135;25.12.2017;-6;ив;;
1100;643;;4900707697;;134;25.12.2017;-6;ив;;
1100;643;;4900703547;;34;19.12.2017;-6;ив;;
1100;643;;4900703120;;44;19.12.2017;-6;ив;;
1100;643;;4900702486;;202;18.12.2017;-18;ив;;
1100;101;;5000038159;;72;15.12.2017;24;ив;;
1100;643;;4900701358;;66;15.12.2017;-6;ив;;
1100;643;;4900697780;;381;12.12.2017;-6;ив;;
1100;101;;5000037841;;42;05.12.2017;96;ив;;
1100;643;;4900692715;;138;04.12.2017;-6;ив;;
1100;643;;4900689893;;71;29.11.2017;-6;ив;;
1100;101;;5000037576;;105;22.11.2017;72;ив;;
1100;643;;4900683868;;144;20.11.2017;-6;ив;;
1100;101;;5000037201;;221;08.11.2017;54;ив;;
1100;643;;4900675649;;6;03.11.2017;-12;ив;;
1100;643;;4900675649;;5;03.11.2017;-6;ив;;
1100;643;;4900673826;;99;01.11.2017;-6;ив;;
1100;643;;4900673599;;39;01.11.2017;-6;ив;;
1100;101;;5000037029;;58;01.11.2017;24;ив;;
1100;643;;4900665858;;34;18.10.2017;-6;ив;;
1100;643;;4900666070;;183;18.10.2017;-24;ив;;
1100;643;;4900666070;;184;18.10.2017;-18;ив;;
1100;101;;5000036621;;210;16.10.2017;24;ив;;
1100;101;;5000036640;;50;16.10.2017;36;ив;;
1100;643;;4900661989;;23;11.10.2017;-6;ив;;
1100;643;;4900660912;;32;09.10.2017;-24;ив;;
1100;643;;4900660912;;31;09.10.2017;-36;ив;;
1100;643;;4900660437;;66;09.10.2017;-12;ив;;
1100;101;;5000036359;;43;03.10.2017;36;ив;;
1100;643;;4900656996;;102;02.10.2017;-12;ив;;
1100;643;;4900656216;;68;29.09.2017;-6;ив;;
1100;643;;4900656183;;154;29.09.2017;-6;ив;;
1100;643;;4900652714;;135;22.09.2017;-6;ив;;
1100;101;;5000036150;;41;21.09.2017;36;ив;;
1100;643;;4900651433;;70;20.09.2017;-6;ив;;
1100;643;;4900650886;;52;20.09.2017;-6;ив;;
1100;643;;4900650075;;132;19.09.2017;-6;ив;;
1100;643;;4900650236;;96;19.09.2017;-12;ив;;
1100;643;;4900650312;;63;19.09.2017;-6;ив;;
1100;643;;4900650322;;25;19.09.2017;-6;ив;;
1100;101;;5000036036;;93;18.09.2017;36;ив;;
1100;643;;4900649340;;238;18.09.2017;-6;ив;;
1100;643;;4900649144;;79;15.09.2017;-6;ив;;
1100;643;;4900647569;;65;13.09.2017;-6;ив;;
1100;643;;4900645859;;112;11.09.2017;-6;ив;;
1100;101;;5000035875;;55;08.09.2017;66;ив;;
1100;643;;4900645480;;89;08.09.2017;-6;ив;;
1100;643;;4900642194;;60;04.09.2017;-18;ив;;
1100;643;;4900642671;;219;04.09.2017;-12;ив;;
1100;643;;4900640813;;54;30.08.2017;-12;ив;;
1100;643;;4900639629;;100;29.08.2017;-12;ив;;
1100;643;;4900639469;;11;28.08.2017;-6;ив;;
1100;643;;4900638348;;57;25.08.2017;-6;ив;;
1100;643;;4900635836;;76;21.08.2017;-24;ив;;
1100;643;;4900635808;;105;21.08.2017;-6;ив;;
1100;643;;4900634935;;262;18.08.2017;-6;ив;;
1100;643;;4900634265;;65;17.08.2017;-6;ив;;
1100;643;;4900633677;;71;16.08.2017;-6;ив;;
1100;643;;4900633490;;248;16.08.2017;-6;ив;;
1100;643;;4900631064;;86;11.08.2017;-6;ив;;
1100;643;;4900631503;;382;11.08.2017;-6;ив;;
1100;101;;5000035273;;118;09.08.2017;72;ив;;
1100;643;;4900629096;;56;08.08.2017;-6;ив;;
1100;101;;5000035181;;121;07.08.2017;72;ив;;
1100;643;;4900626523;;341;02.08.2017;-12;ив;;
1100;643;;4900626531;;15;02.08.2017;-18;ив;;
1100;101;;5000035022;;211;01.08.2017;36;ив;;
1100;643;;4900621495;;214;24.07.2017;-6;ив;;
1100;643;;4900621937;;76;24.07.2017;-60;ив;;
1100;643;;4900621970;;218;24.07.2017;-6;ив;;
1100;643;;4900621135;;204;21.07.2017;-6;ив;;
1100;643;;4900620655;;303;21.07.2017;-6;ив;;
1100;643;;4900620171;;41;20.07.2017;-12;ив;;
1100;101;;5000034673;;35;18.07.2017;96;ив;;
1100;643;;4900610013;;267;29.06.2017;-12;ив;;
1100;643;;4900609705;;56;28.06.2017;-12;ив;;
1100;643;;4900609140;;25;27.06.2017;-6;ив;;
1100;643;;4900609055;;90;27.06.2017;-12;ив;;
1100;643;;4900607255;;146;23.06.2017;-6;ив;;
1100;643;;4900606668;;113;22.06.2017;-6;ив;;
1100;101;;5000034109;;196;20.06.2017;48;ив;;
1100;643;;4900604903;;81;20.06.2017;-6;ив;;
1100;643;;4900603715;;2;16.06.2017;-12;ив;;
1100;101;;5000033974;;85;14.06.2017;24;ив;;
1100;643;;4900601254;;83;13.06.2017;-48;ив;;
1100;101;;5000033833;;64;08.06.2017;48;ив;;
1100;643;;4900598396;;33;06.06.2017;-6;ив;;
1100;643;;4900597409;;81;02.06.2017;-6;ив;;
1100;643;;4900596566;;94;01.06.2017;-12;ив;;
1100;643;;4900595952;;11;31.05.2017;-12;ив;;
1100;643;;4900595421;;13;31.05.2017;-6;ив;;
1100;643;;4900595423;;32;31.05.2017;-12;ив;;
1100;101;;5000033633;;30;30.05.2017;54;ив;;
1100;643;;4900588362;;190;16.05.2017;-6;ив;;
1100;643;;4900587942;;103;16.05.2017;-12;ив;;
1100;643;;4900587526;;64;15.05.2017;-6;ив;;
1100;643;;4900587505;;54;15.05.2017;-6;ив;;
1100;101;;5000033179;;89;12.05.2017;30;ив;;
1100;643;;4900582986;;124;03.05.2017;-6;ив;;
1100;643;;4900582986;;125;03.05.2017;-18;ив;;
1100;643;;4900579742;;71;25.04.2017;-6;ив;;
1100;643;;4900579736;;268;25.04.2017;-6;ив;;
1100;643;;4900577636;;209;21.04.2017;-6;ив;;
1100;643;;4900577640;;7;21.04.2017;-12;ив;;
1100;101;;5000032770;;101;21.04.2017;18;ив;;
1100;643;;4900575498;;73;17.04.2017;-24;ив;;
1100;643;;4900575494;;74;17.04.2017;-12;ив;;
1100;101;;5000032546;;163;13.04.2017;30;ив;;
1100;643;;4900568470;;100;03.04.2017;-6;ив;;
1100;643;;4900568442;;38;03.04.2017;-12;ив;;
1100;643;;4900568470;;99;03.04.2017;-12;ив;;
1100;643;;4900566909;;85;30.03.2017;-6;ив;;
1100;643;;4900565966;;26;29.03.2017;-6;ив;;
1100;101;;5000032210;;119;28.03.2017;48;ив;;
1100;101;;5000032201;;147;28.03.2017;12;ив;;
1100;643;;4900563106;;286;23.03.2017;-12;ив;;
1100;101;;5000032036;;83;20.03.2017;36;ив;;
1100;643;;4900558773;;115;15.03.2017;-6;ив;;
1100;643;;4900559238;;49;15.03.2017;-6;ив;;
1100;643;;4900557055;;210;10.03.2017;-6;ив;;
1100;643;;4900556138;;44;09.03.2017;-6;ив;;
1100;643;;4900555520;;66;07.03.2017;-6;ив;;
1100;643;;4900555339;;177;07.03.2017;-6;ив;;
1100;101;;5000031802;;120;06.03.2017;18;ив;;
1100;101;;5000031707;;109;02.03.2017;18;ив;;
1100;643;;4900550516;;81;22.02.2017;-24;ив;;
1100;643;;4900549320;;147;20.02.2017;-6;ив;;
1100;643;;4900548721;;79;20.02.2017;-12;ив;;
1100;643;;4900547653;;87;16.02.2017;-6;ив;;
1100;101;;5000031347;;87;13.02.2017;48;ив;;
1100;643;;4900544211;;74;09.02.2017;-6;ив;;
1100;643;;4900543443;;48;07.02.2017;-6;ив;;
1100;643;;4900542915;;30;06.02.2017;-12;ив;;
1100;643;;4900542915;;29;06.02.2017;-6;ив;;
1100;643;;4900541540;;47;02.02.2017;-6;ив;;
1100;643;;4900540814;;178;01.02.2017;-6;ив;;
1100;643;;4900540234;;51;31.01.2017;-6;ив;;
1100;643;;4900539805;;142;31.01.2017;-6;ив;;
1100;643;;4900538503;;37;27.01.2017;-6;ив;;
1100;643;;4900537045;;78;24.01.2017;-12;ив;;
1100;643;;4900532563;;46;13.01.2017;-6;ив;;
1100;101;;5000030649;;57;10.01.2017;6;ив;;
1100;643;;4900529707;;34;29.12.2016;-6;ив;;
1100;643;;4900529115;;180;28.12.2016;-18;ив;;
1100;643;;4900528406;;122;27.12.2016;-6;ив;;
1100;101;;5000030350;;108;22.12.2016;6;ив;;
1100;101;;5000030286;;115;21.12.2016;12;ив;;
1100;643;;4900523871;;231;19.12.2016;-6;ив;;
1100;643;;4900522922;;223;16.12.2016;-6;ив;;
1100;101;;5000030152;;108;15.12.2016;48;ив;;
1100;643;;4900519054;;116;09.12.2016;-6;ив;;
1100;643;;4900517490;;120;07.12.2016;-6;ив;;
1100;643;;4900517490;;119;07.12.2016;-6;ив;;
1100;643;;4900517490;;118;07.12.2016;-12;ив;;
1100;643;;4900516313;;95;06.12.2016;-6;ив;;
1100;101;;5000029904;;62;06.12.2016;36;ив;;
1100;643;;4900515517;;229;02.12.2016;-18;ив;;
1100;643;;4900513115;;93;29.11.2016;-6;ив;;
1100;643;;4900510652;;47;23.11.2016;-6;ив;;
1100;101;;5000029442;;72;18.11.2016;24;ив;;
1100;643;;4900506914;;193;15.11.2016;-6;ив;;
1100;643;;4900504043;;55;09.11.2016;-6;ив;;
1100;643;;4900503260;;68;07.11.2016;-30;ив;;
1100;101;;5000029023;;35;03.11.2016;6;ив;;
1100;101;;5000028989;;182;02.11.2016;48;ив;;
1100;643;;4900501554;;222;02.11.2016;-6;ив;;
1100;643;;4900501247;;149;01.11.2016;-6;ив;;
1100;643;;4900501247;;150;01.11.2016;-6;ив;;
1100;101;;5000028866;;92;27.10.2016;54;ив;;
1100;643;;4900497055;;79;24.10.2016;-24;ив;;
1100;643;;4900497101;;81;24.10.2016;-6;ив;;
1100;643;;4900497455;;167;24.10.2016;-6;ив;;
1100;643;;4900492067;;71;11.10.2016;-6;ив;;
1100;643;;4900486636;;132;28.09.2016;-6;ив;;
1100;643;;4900485654;;119;26.09.2016;-6;ив;;
1100;643;;4900485617;;184;26.09.2016;-12;ив;;
1100;643;;4900484811;;99;23.09.2016;-12;ив;;
1100;643;;4900481744;;76;15.09.2016;-18;ив;;
1100;101;;5000028034;;115;13.09.2016;48;ив;;
1100;643;;4900479677;;88;12.09.2016;-6;ив;;
1100;643;;4900479677;;89;12.09.2016;-42;ив;;
1100;101;;5000027947;;95;12.09.2016;36;ив;;
1100;643;;4900478934;;99;08.09.2016;-6;ив;;
1100;101;;5000027866;;133;07.09.2016;60;ив;;
1100;101;;5000027765;;44;01.09.2016;12;ив;;
1100;643;;4900474221;;54;29.08.2016;-12;ив;;
1100;643;;4900470571;;92;18.08.2016;-6;ив;;
1100;643;;4900469078;;93;16.08.2016;-6;ив;;
1100;643;;4900468439;;99;12.08.2016;-6;ив;;
1100;643;;4900468439;;98;12.08.2016;-12;ив;;
1100;643;;4900468439;;97;12.08.2016;-6;ив;;
1100;101;;5000027318;;102;10.08.2016;30;ив;;
1100;643;;4900466286;;84;08.08.2016;-12;ив;;
1100;643;;4900465417;;74;05.08.2016;-12;ив;;
1100;643;;4900463219;;62;29.07.2016;-18;ив;;
1100;643;;4900463219;;61;29.07.2016;-6;ив;;
1100;101;;5000027099;;176;29.07.2016;12;ив;;
1100;643;;4900462211;;231;27.07.2016;-24;ив;;
1100;101;;5000027030;;69;27.07.2016;48;ив;;
1100;643;;4900460230;;76;22.07.2016;-6;ив;;
1100;643;;4900458255;;71;18.07.2016;-6;ив;;
1100;643;;4900458255;;72;18.07.2016;-6;ив;;
1100;643;;4900458460;;81;18.07.2016;-6;ив;;
1100;101;;5000026763;;96;13.07.2016;36;ив;;
1100;643;;4900456995;;90;13.07.2016;-6;ив;;
1100;643;;4900456355;;63;12.07.2016;-6;ив;;
1100;643;;4900454858;;80;08.07.2016;-6;ив;;
1100;643;;4900452727;;1;01.07.2016;-12;ив;;
1100;101;;5000026557;;61;01.07.2016;12;ив;;
1100;101;;5000026524;;56;30.06.2016;36;ив;;
1100;643;;4900448507;;36;21.06.2016;-6;ив;;
1100;643;;4900448086;;52;20.06.2016;-6;ив;;
1100;643;;4900446981;;86;16.06.2016;-6;ив;;
1100;643;;4900446981;;85;16.06.2016;-6;ив;;
1100;643;;4900445981;;22;14.06.2016;-6;ив;;
1100;643;;4900445834;;78;14.06.2016;-6;ив;;
1100;643;;4900444965;;1;10.06.2016;-24;ив;;
1100;643;;4900445318;;44;10.06.2016;-12;ив;;
1100;101;;5000026121;;108;07.06.2016;54;ив;;
1100;101;;5000026156;;50;07.06.2016;18;ив;;
1100;643;;4900440440;;125;30.05.2016;-6;ив;;
1100;643;;4900440468;;97;30.05.2016;-6;ив;;
1100;643;;4900438715;;191;25.05.2016;-6;ив;;
1100;643;;4900438238;;68;24.05.2016;-6;ив;;
1100;643;;4900437140;;75;20.05.2016;-6;ив;;
1100;643;;4900437140;;76;20.05.2016;-6;ив;;
1100;643;;4900437140;;74;20.05.2016;-12;ив;;
1100;643;;4900437140;;73;20.05.2016;-6;ив;;
1100;643;;4900435406;;65;16.05.2016;-6;ив;;
1100;101;;5000025692;;82;13.05.2016;6;ив;;
1100;101;;5000025682;;165;12.05.2016;24;ив;;
1100;643;;4900431259;;7;30.04.2016;-6;ив;;
1100;643;;4900431259;;8;30.04.2016;-18;ив;;
1100;643;;4900431259;;9;30.04.2016;-12;ив;;
1100;643;;4900431135;;21;29.04.2016;-6;ив;;
1100;101;;5000025478;;177;27.04.2016;6;ив;;
1100;643;;4900427343;;127;20.04.2016;-18;ив;;
1100;101;;5000025387;;93;20.04.2016;12;ив;;
1100;101;;5000025269;;124;12.04.2016;6;ив;;
1100;643;;4900423109;;80;08.04.2016;-6;ив;;
1100;643;;4900423109;;79;08.04.2016;-18;ив;;
1100;101;;5000025140;;87;04.04.2016;18;ив;;
1100;643;;4900418466;;127;28.03.2016;-12;ив;;
1100;643;;4900418466;;126;28.03.2016;-12;ив;;
1100;101;;5000024958;;66;24.03.2016;18;ив;;
1100;101;;5000024931;;57;22.03.2016;36;ив;;
1100;643;;4900415597;;88;21.03.2016;-6;ив;;
1100;101;;5000024824;;158;16.03.2016;30;ив;;
1100;643;;4900411035;;30;09.03.2016;-6;ив;;
1100;101;;5000024644;;32;03.03.2016;18;ив;;
1100;643;;4900408617;;3;01.03.2016;-12;ив;;
1100;101;;5000024504;;124;25.02.2016;18;ив;;
1100;643;;4900405563;;18;19.02.2016;-12;ив;;
1100;643;;4900403664;;86;16.02.2016;-6;ив;;
1100;643;;4900403499;;63;16.02.2016;-6;ив;;
1100;643;;4900401541;;123;10.02.2016;-12;ив;;
1100;643;;4900400950;;43;09.02.2016;-6;ив;;
1100;643;;4900400788;;112;08.02.2016;-12;ив;;
1100;643;;4900400140;;90;05.02.2016;-12;ив;;
1100;101;;5000023975;;101;05.02.2016;54;ив;;
1100;643;;4900399620;;80;04.02.2016;-6;ив;;
1100;643;;4900398198;;3;01.02.2016;-6;ив;;
1100;643;;4900398214;;8;01.02.2016;-12;ив;;
1100;101;;5000023852;;39;28.01.2016;36;ив;;
1100;643;;4900393219;;160;19.01.2016;-18;ив;;
1100;643;;4900392258;;73;15.01.2016;-6;ив;;
1100;101;;5000023465;;67;13.01.2016;18;ив;;
1100;643;;4900391434;;177;13.01.2016;-12;ив;;
1100;643;;4900391011;;106;13.01.2016;-12;ив;;
1100;643;;4900391011;;105;13.01.2016;-12;ив;;
1100;101;;5000023248;;53;24.12.2015;30;ив;;
1100;643;;4900385596;;101;23.12.2015;-12;ив;;
1100;643;;4900384335;;35;21.12.2015;-6;ив;;
1100;643;;4900381886;;6;16.12.2015;-12;ив;;
1100;643;;4900381886;;5;16.12.2015;-24;ив;;
1100;643;;4900381331;;127;15.12.2015;-6;ив;;
1100;101;;5000022842;;124;11.12.2015;42;ив;;
1100;101;;5000022744;;59;09.12.2015;30;ив;;
1100;643;;4900377550;;62;07.12.2015;-12;ив;;
1100;643;;4900376500;;309;04.12.2015;-12;ив;;
1100;643;;4900376228;;53;03.12.2015;-6;ив;;
1100;643;;4900374370;;68;30.11.2015;-12;ив;;
1100;101;;5000022454;;54;27.11.2015;30;ив;;
1100;643;;4900371661;;49;23.11.2015;-12;ив;;
1100;643;;4900368820;;21;16.11.2015;-6;ив;;
1100;643;;4900368398;;43;13.11.2015;-6;ив;;
1100;643;;4900367848;;63;12.11.2015;-6;ив;;
1100;643;;4900367848;;64;12.11.2015;-12;ив;;
1100;643;;4900365932;;49;09.11.2015;-24;ив;;
1100;643;;4900363806;;112;03.11.2015;-6;ив;;
1100;643;;4900362036;;163;28.10.2015;-6;ив;;
1100;643;;4900360636;;44;26.10.2015;-30;ив;;
1100;643;;4900360636;;45;26.10.2015;-6;ив;;
1100;101;;5000021672;;81;22.10.2015;48;ив;;
1100;643;;4900357484;;126;16.10.2015;-6;ив;;
1100;643;;4900355810;;26;12.10.2015;-12;ив;;
1100;643;;4900355810;;27;12.10.2015;-12;ив;;
1100;101;;5000021320;;44;07.10.2015;48;ив;;
1100;643;;4900352414;;71;02.10.2015;-6;ив;;
1100;101;;5000021191;;10;01.10.2015;48;ив;;
1100;643;;4900351107;;37;29.09.2015;-6;ив;;
1100;643;;4900350248;;63;25.09.2015;-42;ив;;
1100;643;;4900348201;;59;21.09.2015;-6;ив;;
1100;643;;4900347526;;96;18.09.2015;-6;ив;;
1100;643;;4900345504;;43;14.09.2015;-6;ив;;
1100;643;;4900345053;;51;11.09.2015;-6;ив;;
1100;643;;4900345053;;50;11.09.2015;-6;ив;;
1100;643;;4900344020;;72;09.09.2015;-6;ив;;
1100;643;;4900343260;;89;08.09.2015;-6;ив;;
1100;643;;4900339996;;45;28.08.2015;-12;ив;;
1100;643;;4900339996;;46;28.08.2015;-6;ив;;
1100;643;;4900336207;;185;19.08.2015;-6;ив;;
1100;643;;4900335317;;104;17.08.2015;-6;ив;;
1100;643;;4900335318;;38;17.08.2015;-12;ив;;
1100;643;;4900334642;;101;14.08.2015;-18;ив;;
1100;643;;4900332723;;63;11.08.2015;-6;ив;;
1100;643;;4900331282;;206;06.08.2015;-6;ив;;
1100;643;;4900330240;;36;03.08.2015;-6;ив;;
1100;643;;4900330038;;7;03.08.2015;-6;ив;;
1100;101;;5000019978;;65;30.07.2015;24;ив;;
1100;643;;4900328550;;75;29.07.2015;-6;ив;;
1100;643;;4900327541;;125;27.07.2015;-6;ив;;
1100;101;;5000019823;;181;24.07.2015;42;ив;;
1100;643;;4900325421;;48;21.07.2015;-6;ив;;
1100;101;;5000019621;;145;16.07.2015;24;ив;;
1100;643;;4900321998;;91;10.07.2015;-12;ив;;
1100;101;;5000019333;;58;02.07.2015;24;ив;;
1100;101;;5000019316;;131;01.07.2015;108;ив;;
1100;643;;4900318205;;1;30.06.2015;-18;ив;;
1100;101;;5000019242;;100;25.06.2015;18;ив;;
1100;643;;4900314821;;158;19.06.2015;-6;ив;;
1100;643;;4900311378;;143;09.06.2015;-6;ив;;
1100;643;;4900310806;;59;08.06.2015;-6;ив;;
1100;643;;4900310020;;77;05.06.2015;-6;ив;;
1100;643;;4900308393;;108;01.06.2015;-6;ив;;
1100;643;;4900307693;;33;29.05.2015;-6;ив;;
1100;643;;4900306290;;75;26.05.2015;-12;ив;;
1100;643;;4900306018;;112;25.05.2015;-5;ив;;
1100;643;;4900305486;;97;22.05.2015;-6;ив;;
1100;643;;4900304228;;2;20.05.2015;-1;ив;;
1100;643;;4900304228;;1;20.05.2015;-6;ив;;
1100;643;;4900302523;;207;15.05.2015;-12;ив;;
1100;643;;4900302889;;130;15.05.2015;-12;ив;;
1100;643;;4900301934;;23;14.05.2015;-12;ив;;
